245.985670	230.625269	236.875733	235.580268
248.411780	246.917487	252.304489	232.173471
240.548045	230.744930	235.465949	242.633882
230.663399	234.970941	246.247111	243.623537
235.511016	244.731642	250.235761	230.162469
250.145481	247.453485	238.506263	233.886987
253.930327	238.414864	232.318646	232.417909
251.187359	245.093151	250.178207	248.243295
243.405702	254.327894	239.463359	243.801016
250.735117	245.462994	251.542673	244.433804
247.614296	231.145610	235.697457	237.234699
231.994799	235.819772	232.525036	236.949340
245.892111	239.120804	239.254524	235.237676
236.674446	253.416365	246.200885	245.228275
234.278466	248.228170	234.085062	239.486386
254.738084	245.999994	243.923744	247.115356
251.071298	249.399998	235.726202	230.802506
237.886326	236.693522	235.274571	253.572743
251.909191	237.866947	246.385967	239.890798
252.863690	241.471296	236.622004	236.165688
244.034203	236.568540	244.614650	252.445572
239.985013	235.483019	254.938440	242.738157
232.272735	231.177909	232.741228	245.686151
249.801984	240.553999	231.588193	239.540482
254.903035	243.227859	254.276959	251.519493
230.287026	248.018045	247.042759	243.424258
236.670630	246.024045	232.788804	240.869131
241.343093	253.845398	251.896324	236.584726
242.514653	234.466297	252.815696	251.762964
237.461120	245.973737	245.224255	233.820982
249.062770	243.484476	249.465662	243.258842
230.014297	238.103901	230.486919	253.227465
251.968047	250.791638	237.687853	231.448129
251.950240	253.673736	232.141336	242.149762
231.730313	249.015054	249.145861	233.209787
241.882059	243.745090	236.626416	251.810826
240.578449	235.294955	243.482402	248.248277
235.028777	237.792907	254.878734	246.246951
240.952502	242.939396	233.025105	235.617433
238.452139	244.707718	235.752868	235.505435
231.774827	245.777574	235.723545	252.635500
251.490885	231.771434	235.950116	246.724444
235.355920	233.307796	253.387856	244.276077
241.816776	249.615486	250.187425	234.760248
232.423270	240.776280	240.589466	241.675617
248.226896	246.834114	254.604130	232.460447
240.065532	238.482565	251.541813	236.216408
234.755223	241.215339	240.547041	236.963629
236.245161	253.081640	241.078269	251.533728
243.758133	231.264708	254.982062	250.900690
254.224906	253.159175	251.217393	234.157778
242.141028	235.343682	240.026007	231.465885
239.474328	254.632721	236.630076	249.601765
241.375209	240.575187	253.932941	254.885567
243.894208	247.960207	233.869921	237.417696
254.217734	244.479507	243.554880	248.699389
231.429132	244.604440	242.571260	251.317997
233.935818	254.019473	232.002787	234.645624
244.875878	246.880314	235.880097	232.997165
252.257183	236.155384	244.862979	245.484538
240.480623	244.591807	243.069568	253.367656
235.106480	247.904795	235.967149	239.894646
246.792256	237.499927	237.904430	248.796612
231.813578	241.457138	254.961361	254.902411
231.831518	235.328858	236.630010	253.331484
252.021604	251.981756	239.238177	233.943671
250.843624	247.588498	245.291944	254.680827
246.349408	230.195578	250.427603	237.484469
246.584718	253.473250	233.357278	232.885717
232.675899	243.830591	236.808705	245.120746
247.940305	235.089933	245.855949	236.599598
242.213296	252.633412	251.152593	232.307462
240.589394	236.917006	230.088642	249.277981
245.927834	236.548882	248.530773	243.792011
240.692173	230.241742	231.881097	252.077660
252.598214	243.639757	250.864875	244.562739
233.702345	233.186138	237.706459	252.474537
249.903058	251.517565	252.473116	235.251913
236.238243	232.569841	249.502906	252.103368
240.159435	245.516538	233.863833	253.247025
251.615142	254.405151	250.269293	252.035405
230.619659	248.414112	238.304637	253.270397
250.055878	251.601601	250.268733	236.670143
249.684363	232.702391	251.804170	251.464831
235.560843	250.414665	241.507581	237.629772
249.883637	235.689887	230.591611	234.828245
238.206549	251.608824	254.172228	236.978125
